test_id,family,positive_n,negative_n,mean_difference_positive_minus_negative,difference_ci_low,difference_ci_high,welch_t,welch_df,p,cohens_d,hedges_g,g_bootstrap_ci_low,g_bootstrap_ci_high,mann_whitney_u,mann_whitney_p,rank_biserial_positive_minus_negative,levene_median_p,p_holm
screen_welch,primary,251,255,-2.138161081165535,-4.0864309911806105,-0.18989117115045917,-2.156197394343599,501.6234551451955,0.03154293888851799,-0.19158686784980625,-0.19130162685548893,-0.367277825144127,-0.014087784270601636,28654.0,0.04162811923122988,-0.10463245058979764,0.11972154110680971,0.12617175555407195
